José Ortega y Gasset visited Husserl at Freiburg in 1934 .	1934 besuchte José Ortega y Gasset Husserl in Freiburg .	José Ortega y Gasset besuchte Husserl in Freiburg im Jahr 1934 .	0.33
a sacrifice bunt moved him to second , but Duensing struck out Kyle Farmer for the second out .	ein Opfer bunt zog ihn an zweiter Stelle , aber Duensing schlug Kyle Farmer für die zweite heraus .	ein bunter Opfertreffer brachte ihn auf den zweiten Platz , aber Duensing schlug Kyle Farmer zum zweiten Mal aus .	0.55
a disgusted Holly warns Cindy but Cindy refuses to believe her and marries Dirk .	ein angewiderter Holly warnt Cindy , aber Cindy weigert sich ihr zu glauben und heiratet Dirk .	eine angewiderte Holly warnt Cindy , aber Cindy weigert sich , ihr zu glauben und heiratet Dirk .	0.17
on 28 May 1876 , Brigadier General George Crook assumed direct command of the Bighorn and Yellowstone Expedition at Fort Fetterman .	am 28. Mai 1876 übernahm Brigadegeneral George Crook das direkte Kommando über die Bighorn und Yellowstone Expedition in Fort Fetterman .	am 28. Mai 1876 übenahm Brigadegeneral George Crook in Fort Fetterman das direkte Kommando über die Bighorn- und Yellowstone-Expedition .	0.25
in 493 BCE , the Persians overran Tenedos along with other Greek islands .	im Jahre 493 v. Chr. überrannten die Perser Tenedos zusammen mit anderen griechischen Inseln .	493 v. Chr. überrannten die Perser Tenedos zusammen mit anderen griechischen Inseln .	0.15
even staffs in the Divan of Umayyad recited Ali 's sermons to improve their eloquence .	sogar Mitarbeiter im Divan von Umayyad rezitierten Alis Predigten , um ihre Beredsamkeit zu verbessern .	sogar Mitarbeiter des Divan von Umayyad rezitierten Alis Predigten , um ihre Beredsamkeit zu verbessern .	0.06
in August 1949 , Papagos launched a major counteroffensive against DSE forces in northern Greece , codenamed " Operation Torch " .	im August 1949 startete Papagos eine große Gegenoffensive gegen DSE-Kräfte in Nordgriechenland mit dem Codenamen " Operation Fackel " .	im August 1949 startete Papagos eine große Gegenoffensive mit dem Namen „ Operation Torch “ gegen die DSE-Kräfte im Norden Griechenlands .	0.55
the pulses of current to the primary from the switching transistors excite resonance in the secondary tuned circuit .	die Impulse des Stroms zum Primär aus den Schalttransistoren regen Resonanz im sekundär abgestimmten Kreislauf an .	die Stromimpulse , die von den Schalttransistoren zur Primärseite fließen , erregen eine Resonanz im sekundär abgestimmten Schaltkreis .	0.68
however , most Hungarians regarded his second coronation invalid .	die meisten Ungarn hielten seine zweite Krönung jedoch für ungültig .	die meisten Ungarn betrachteten seine zweite Krönung jedoch als ungültig .	0.18
in October 2008 , the morrows enrolled their daughters in a different school . "	im Oktober 2008 haben die Morrows ihre Töchter in eine andere Schule eingeschrieben " .	im Oktober 2008 haben die Morrows ihre Töchter in eine andere Schule eingeschrieben . “	0.13
both later pleaded guilty to misdemeanor assault and battery .	beide plädierten später schuldig , Vergehen Angriff und Batterie .	beide bekannten sich später schuldig , den Angriff und Körperverletzung begangen zu haben .	0.50
the last attacking player wins the boarding attack , and the loser suffers hits .	der letzte angreifende Spieler gewinnt den Boarding-Angriff , und der Verlierer erleidet Treffer .	der letzte angreifende Spieler gewinnt den Einstiegsangriff und der Verlierer erleidet Treffer .	0.15
the " Irish Brigade " drew only 55 recruits , however .	die " Irish Brigade " zog jedoch nur 55 Rekruten an .	die " Irish Brigade " zog jedoch nur 55 Rekruten ein .	0.08
like most land mammals , the round head of the femur articulates with the acetabulum of the ox coxae .	wie die meisten Landsäugetiere artikuliert sich der runde Kopf des Weibchens mit dem Acetabulum der Ochsen Coxae .	wie die meisten Landsäugetiere artikuliert der runde Kopf des Femurs mit dem Acetabulum der Ochsen-Coxen .	0.25
145 Squadron RAF as the Channel battles intensified .	145 Squadron RAF als sich die Kanalschlachten intensivierten .	145 Squadron RAF als die Channel-Kämpfe verschärft .	0.38
Entwistle 's basses include a " Frankenstein " assembled from five Fender Precision and Jazz basses , and Warwick , Alembic , Gretsch and Guild basses .	Entwistle ' s Bässe umfassen einen " Frankenstein " aus fünf Fender Precision und Jazz Bässen , sowie Warwick , Alembic , Gretsch und Guild Bässe .	Entwistles Bässe umfassen einen „ Frankenstein “ , der aus fünf Fender Precision- und Jazz-Bässen sowie Warwick- , Alembic- , Gretsch- und Guild-Bässen zusammengesetzt ist .	0.62
Wolfe personally cuts his most treasured Phalaenopsis Aphrodite for the centerpiece at the dinner for the Ten for Aristology in " Poison à la Carte " .	Wolfe schneidet persönlich seine wertvollste Phalaenopsis Aphrodite für das Herzstück beim Abendessen für die Zehn für Aristologie in " Poison à la Carte " .	Wolfe schneidet persönlich seine am meisten geschätzte Phalaenopsis Aphrodite für das Herzstück des Abendessens für die Zehn für Aristologie in „ Poison à la Carte “ .	0.26
subsequently he recommended Callas to retired tenor and impresario Giovanni Zenatello .	anschließend empfahl er Callas zum pensionierten Tenor und Impresario Giovanni Zenatello .	anschließend empfahl er Callas dem pensionierten Tenor und Impresario Giovanni Zenatello .	0.08
Waugh later faced accusations of dishonesty and cheating over the incident .	Waugh wurde später wegen Unehrlichkeit und Betrug über den Vorfall beschuldigt .	Waugh wurde später Unehrlichkeit und Betrug bezüglich des Vorfalls vorgeworfen .	0.45
while Fran dissipated shortly after that , the tropical wave progressed into the northeastern Pacific Ocean .	während Fran kurz danach zerstreute , entwickelte sich die tropische Welle in den nordöstlichen Pazifischen Ozean .	während Fran sich kurz danach auflöste , drang die tropische Welle in den nordöstlichen Pazifik vor .	0.29
the Caravanserai had big halls of Armenian seraphs .	die Caravanserai hatten große Säle armenischer Seraphen .	die Karawanserei verfügte über große Korridore mit armenischen Seraphen .	0.60
in 1917 Tech won its first national championship behind the backfield of Everett strupper , Joe Guyon , Al Hill , and Judy Harlan .	1917 gewann Tech seine erste nationale Meisterschaft hinter dem Hinterfeld von Everett strupper , Joe Guyon , Al Hill und Judy Harlan .	1917 gewann Tech seine erste nationale Meisterschaft hinter dem Feld von Everett strupper , Joe Guyon , Al Hill und Judy Harlan .	0.04
Jacksonville Fire and Rescue operates a fleet of three fireboats .	Jacksonville Fire and Rescue betreibt eine Flotte von drei Feuerbooten .	die Jacksonville Fire and Rescue betreibt eine Flotte von drei Feuerwehrbooten .	0.17
he vigorously opposed the Qassamites ' exactions against the Christian and Druze communities .	er widersetzte sich energisch den Exaktionen der Qassamiten gegen die christlichen und drusischen Gemeinschaften .	er widersetzte sich energisch den Forderungen der Qassamiten gegen die christlichen und die drusischen Gemeinden .	0.19
Drayton belonged to the Augustinian Priory of St. Thomas , near Stafford .	Drayton gehörte zum Augustiner Priory of St. Thomas , in der Nähe von Stafford .	Drayton gehörte zum Augustiner-Priorat St. Thomas in der Nähe von Stafford .	0.33
other guests are the golden eagle , pronghorn , bighorn sheep , caracara , zebras , African elephant , macaw , hippo , among others .	weitere Gäste sind der goldene Adler , Pronghorn , Bockorn Schafe , Caracara , Zebras , afrikanischen Elefanten , Ara , Nilpferd , unter anderem .	weitere Gäste sind ua Steinadler , Gabelbock , Dickhornschaf , Caracara , Zebras , Afrikanischer Elefant , Ara , Nilpferd .	0.52
Republicans and Southern Democrats joined together to scuttle Fortas 's nomination .	Republikaner und Süddemokraten schlossen sich zusammen , um Fortas Nominierung zu versenken .	Republikaner und Demokraten des Südens schlossen sich zusammen , um Fortas Nominierung zu vereiteln .	0.27
Morton positioned the boat to intercept the seaplane tender .	Morton positioniert das Boot , um das Wasserflugzeug Ausschreibung abfangen .	Morton positionierte das Boot , um den Tender des Wasserflugzeugs abzufangen .	0.50
also started experimenting with the transorbital lobotomy .	auch begann das Experimentieren mit der Transorbitalen Lobotomie .	begann auch mit der Transorbitalen Lobotomie zu experimentieren .	0.56
on April 2 , Capehart 's brigade attacked the Confederates at Namozine Church .	am 2. April griff Capeharts Brigade die Konföderierten in der Kirche von Namozine an .	am 2. April griff Capeharts Brigade die Konföderierten bei der Kirche von Namozine an .	0.07
other ants and predatory invertebrates prey on the jack jumper .	andere Ameisen und Raubtiere wirbellosen Beute auf den Jack Jumper .	andere Ameisen und wirbellose Raubtiere jagen die Jack-Jumper-Ameise ( Myrmecia pilosula ) .	0.62
he also privately printed several Theosophical pamphlets titled Hints on Esoteric Theosophy .	er auch privat gedruckt mehrere theosophische Broschüren mit dem Titel Hinweise auf esoterische Theosophie .	er druckte auch privat mehrere theosophische Broschüren mit dem Titel Hinweise auf die esoterische Theosophie .	0.19
she also instructed him to reconcile with the jackal and reinstate him .	Sie wies ihn auch an , sich mit dem Schakal zu versöhnen und ihn wieder einzusetzen .	Sie wies ihn auch an , sich mit dem Schakal zu versöhnen und ihn wieder einzustellen .	0.06
Connecticut spans USDA Plant Hardiness Zones 5b to 7a .	Connecticut umfasst USDA Pflanzenhärte Zonen 5b bis 7a .	Connecticut erstreckt sich über die USDA-Pflanzenhärtezonen 5b bis 7a .	0.50
national Reports on Coral Reefs in the Coastal Waters of the South China Sea .	nationale Berichte über Korallenriffe in den Küstengewässern des Südchinesischen Meeres .	nationale Berichte über Korallenriffe in den Küstengewässern des Südchinesischen Meeres .	0.00
old Croton Aqueduct , space between 165 and 173 Main Street .	Old Croton Aqueduct , Platz zwischen 165 und 173 Main Street .	altes Croton-Aquädukt , Platz zwischen 165 und 173 Main Street .	0.27
the Adana massacre occurred in the Ottoman Vilayet of Adana in April 1909 .	das Massaker von Adana ereignete sich im April 1909 im osmanischen Dorf Adana .	das Massaker von Adana ereignete sich im April 1909 im osmanischen Vilâyet von Adana .	0.13
meanwhile , in the United States , Jaguar marketed the " Vanden Plas " with Daimler fluted grilles and licence plate housings .	unterdessen vermarktete Jaguar in den Vereinigten Staaten die " Vanden Plas " mit Daimler-Gittern und Lizenzschildergehäusen .	unterdessen vermarktete Jaguar den „ Vanden Plas “ in den Vereinigten Staaten mit geriffelten Kühlergrills von Daimler und Nummernschildgehäusen .	0.50
however , minimal rainfall accompanied Gloria 's final landfall .	allerdings begleiteten minimale Regenfälle Glorias letzten Landfall .	mit der endgültigen Landung von Gloria gingen jedoch nur minimale Niederschläge einher .	0.92
the amphitheater averaged 20 ft high and 140 ft long .	das Amphitheater war durchschnittlich 20 ft hoch und 140 ft lang .	das Amphitheater war im Durchschnitt 6 m hoch und knapp 43 m lang .	0.50
" involute and Symbol " in Coleridge , Keats , and the Imagination .	" Involute and Symbol " in Coleridge , Keats und der Imagination .	„ Involute and Symbol “ in Coleridge , Keats und der Imagination .	0.15
commissioned to the 14th battalion of the Durham Light Infantry .	Auftrag an das 14. Bataillon der Durham Light Infantry .	im Auftrag des 14. Bataillons der Durham Light Infantry .	0.40
he sustained a concussion , whiplash , trapped nerves in his back , a displaced pelvis , and several other cuts and bruises .	er erlitt eine Gehirnerschütterung , Peitsche , gefangen Nerven in seinem Rücken , ein verdrängtes Becken , und mehrere andere Schnitte und Prellungen .	er hatte eine Gehirnerschütterung , ein Schleudertrauma , eingeklemmte Nerven im Rücken , ein verschobenes Becken und mehrere weitere Schnitte und Blutergüsse .	0.43
the integument becomes a seed coat , and the ovule develops into a seed .	der Integument wird zu einem Samenmantel , und das Eulen entwickelt sich zu einem Samen .	das Integument wird zu einer Samenschale und die Eizelle entwickelt sich zu einem Samen .	0.40
conservationists established more wildlife preserves , and the species slowly rebounded .	Naturschützer gründeten mehr Wildschutzgebiete , und die Art erholte sich langsam .	Naturschützer gründeten mehr Naturschutzgebiete , und die Arten erholten sich langsam .	0.25
he brandished the notes to the crowd and taunted his English colleagues .	er schwenkte die Noten der Menge zu und verhöhnte seine englischen Kollegen .	er schwang die Notizen vor der Menge und verspottete seine englischen Kollegen .	0.38
white rhinoceros and tamarins arrived for the first time .	weiße Nashörner und Tamarine kamen zum ersten Mal an .	weiße Nashörner und Tamarine kamen zum ersten Mal an .	0.00
from 1882 to 1901 , lynchings averaged more than 150 a year .	von 1882 bis 1901 betrug das lynchings im Durchschnitt mehr als 150 pro Jahr .	von 1882 zu 1901Die durchschnittliche Anzahl der Lynchmorde betrug mehr als 150 pro Jahr .	0.47
in October , he negotiated with the Dutch a treaty of amity and commerce .	im Oktober verhandelte er mit den Niederlanden einen Vertrag über Freundschaft und Handel .	im Oktober verhandelte er mit den Niederlanden einen Vertrag über Freundschaft und Handel .	0.00
Eastern Michigan then drove 80 yards for another touchdown .	Eastern Michigan fuhr dann 80 Meter für einen anderen Touchdown .	Eastern Michigan lief dann 73 Meter für einen weiteren Touchdown .	0.27
on 30 Jul 2009 it cased its colors and reflagged as the 170th BCT , initiating the brigade 's move to Fort Bliss , Texas .	am 30. Juli 2009 hat sie ihre Farben gehäkelt und sich als 170th BCT zurückgezogen , womit sie den Umzug der Brigade nach Fort Bliss , Texas , initiiert hat .	am 30. Juli 2009 rollte es seine Flagge ein und operierte unter neuer Flagge als 170 . BCT , was den Umzug der Brigade nach Fort Bliss in Texas einleitete .	0.58
